category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology
2649	GO:0030352	0.99999999998701	0.99138387186237	0	1	inositol-1,4,5,6-tetrakisphosphate 6-phosphatase activity	MF
505	GO:0004374	0.999999999987055	0.929927476552299	0	2	NA	NA
3200	GO:0051340	0.999999999987081	0.873666699180527	0	3	regulation of ligase activity	BP
1675	GO:0008928	0.999999999987098	0.913472720469753	0	2	mannose-1-phosphate guanylyltransferase (GDP) activity	MF
3068	GO:0047343	0.999999999987098	0.913472720469753	0	2	glucose-1-phosphate cytidylyltransferase activity	MF
431	GO:0004244	0.999999999987203	0.905422182953221	0	3	NA	NA
1580	GO:0008717	0.999999999987203	0.905422182953221	0	3	NA	NA
2752	GO:0033557	0.999999999987205	0.986106248991468	0	1	Slx1-Slx4 complex	CC
1566	GO:0008690	0.999999999987222	0.942155366718675	0	2	3-deoxy-manno-octulosonate cytidylyltransferase activity	MF
814	GO:0004830	0.999999999987245	0.845145671858289	0	4	tryptophan-tRNA ligase activity	MF
1159	GO:0006436	0.999999999987245	0.845145671858289	0	4	tryptophanyl-tRNA aminoacylation	BP
550	GO:0004445	0.999999999987316	0.783885316848453	0	4	inositol-polyphosphate 5-phosphatase activity	MF
1386	GO:0008134	0.999999999987342	0.730487413353969	0	5	transcription factor binding	MF
509	GO:0004378	0.9999999999874	0.979770796450544	0	1	GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity	MF
2746	GO:0033164	0.9999999999874	0.979770796450544	0	1	glycolipid 6-alpha-mannosyltransferase activity	MF
399	GO:0004169	0.999999999987412	0.945201239528625	0	2	dolichyl-phosphate-mannose-protein mannosyltransferase activity	MF
2093	GO:0016405	0.99999999998744	0.937014831436584	0	1	CoA-ligase activity	MF
1862	GO:0009698	0.999999999987466	0.971083610847768	0	1	phenylpropanoid metabolic process	BP
1342	GO:0007160	0.999999999987474	0.714166069230281	0	6	cell-matrix adhesion	BP
1437	GO:0008305	0.999999999987474	0.714166069230281	0	6	integrin complex	CC
3244	GO:0070330	0.999999999987511	0.846417896394344	0	2	aromatase activity	MF
2625	GO:0030173	0.999999999987523	0.987160752658263	0	2	integral component of Golgi membrane	CC
541	GO:0004425	0.999999999987624	0.911692025568978	0	3	indole-3-glycerol-phosphate synthase activity	MF
1484	GO:0008449	0.99999999998768	0.725125881761225	0	5	N-acetylglucosamine-6-sulfatase activity	MF
2357	GO:0018346	0.999999999987712	0.804710686102316	0	6	NA	NA
3042	GO:0046936	0.999999999987756	0.836686095857582	0	6	deoxyadenosine deaminase activity	MF
669	GO:0004642	0.999999999987838	0.88697628101227	0	2	phosphoribosylformylglycinamidine synthase activity	MF
1729	GO:0009042	0.999999999987863	0.955721443043265	0	2	valine-pyruvate transaminase activity	MF
1011	GO:0005978	0.999999999987993	0.752193589029221	0	6	glycogen biosynthetic process	BP
351	GO:0004091	0.999999999988192	0.748632264802156	0	6	NA	NA
761	GO:0004759	0.999999999988192	0.748632264802156	0	6	NA	NA
1514	GO:0008534	0.999999999988298	0.85068340793769	0	7	oxidized purine nucleobase lesion DNA N-glycosylase activity	MF
34	GO:0000154	0.999999999988346	0.908833301750098	0	3	rRNA modification	BP
2694	GO:0031105	0.999999999988385	0.900937691753441	0	3	septin complex	CC
2628	GO:0030234	0.99999999998849	0.713621072167755	0	5	enzyme regulator activity	MF
179	GO:0003842	0.999999999988507	0.936533504489257	0	1	1-pyrroline-5-carboxylate dehydrogenase activity	MF
88	GO:0000775	0.999999999988599	0.916552610263832	0	3	chromosome, centromeric region	CC
3022	GO:0046690	0.999999999988608	0.956014328531875	0	3	response to tellurium ion	BP
2828	GO:0042299	0.99999999998862	0.882627145777441	0	3	lupeol synthase activity	MF
2829	GO:0042300	0.99999999998862	0.882627145777441	0	3	beta-amyrin synthase activity	MF
1573	GO:0008703	0.999999999988643	0.906251383894929	0	3	5-amino-6-(5-phosphoribosylamino)uracil reductase activity	MF
643	GO:0004605	0.999999999988772	0.850679587021174	0	6	phosphatidate cytidylyltransferase activity	MF
1309	GO:0006914	0.999999999988792	0.816626003252308	0	8	autophagy	BP
2776	GO:0034477	0.999999999988798	0.983388234573928	0	1	U6 snRNA 3'-end processing	BP
815	GO:0004831	0.999999999988922	0.743752439319018	0	7	tyrosine-tRNA ligase activity	MF
1160	GO:0006437	0.999999999988922	0.743752439319018	0	7	tyrosyl-tRNA aminoacylation	BP
1680	GO:0008934	0.999999999988968	0.950050149501126	0	2	inositol monophosphate 1-phosphatase activity	MF
495	GO:0004363	0.999999999989014	0.838090807194009	0	4	glutathione synthase activity	MF
1272	GO:0006808	0.999999999989034	0.884065263132133	0	4	regulation of nitrogen utilization	BP
504	GO:0004373	0.999999999989038	0.837870519131726	0	5	glycogen (starch) synthase activity	MF
2266	GO:0016879	0.999999999989193	0.799887166938563	0	7	ligase activity, forming carbon-nitrogen bonds	MF
610	GO:0004558	0.999999999989235	0.779033335231748	0	5	alpha-1,4-glucosidase activity	MF
1814	GO:0009351	0.999999999989273	0.899828539509693	0	3	NA	NA
2660	GO:0030523	0.999999999989273	0.899828539509693	0	3	dihydrolipoamide S-acyltransferase activity	MF
3096	GO:0047927	0.99999999998929	0.939936213282967	0	2	gibberellin-44 dioxygenase activity	MF
503	GO:0004372	0.999999999989317	0.945009043726808	0	2	glycine hydroxymethyltransferase activity	MF
1215	GO:0006563	0.999999999989317	0.945009043726808	0	2	L-serine metabolic process	BP
1781	GO:0009247	0.999999999989392	0.892561648945122	0	2	glycolipid biosynthetic process	BP
3005	GO:0046509	0.999999999989392	0.892561648945122	0	2	1,2-diacylglycerol 3-beta-galactosyltransferase activity	MF
2250	GO:0016847	0.9999999999894	0.769935014085044	0	5	1-aminocyclopropane-1-carboxylate synthase activity	MF
526	GO:0004408	0.999999999989424	0.953668358926985	0	2	holocytochrome-c synthase activity	MF
2816	GO:0042242	0.999999999989434	0.930564181362456	0	3	cobyrinic acid a,c-diamide synthase activity	MF
3284	GO:0098519	0.999999999989465	0.971334660424539	0	2	nucleotide phosphatase activity, acting on free nucleotides	MF
3145	GO:0050421	0.999999999989478	0.922099508433214	0	2	nitrite reductase (NO-forming) activity	MF
1085	GO:0006231	0.999999999989523	0.86660805818265	0	4	dTMP biosynthetic process	BP
1235	GO:0006627	0.999999999989538	0.95947257101517	0	3	protein processing involved in protein targeting to mitochondrion	BP
1947	GO:0015413	0.999999999989592	0.882858895123403	0	6	nickel-transporting ATPase activity	MF
1220	GO:0006569	0.99999999998965	0.813996950227755	0	3	tryptophan catabolic process	BP
2832	GO:0042309	0.999999999989696	0.767858184107441	0	9	homoiothermy	BP
3167	GO:0050825	0.999999999989696	0.767858184107441	0	9	ice binding	MF
3168	GO:0050826	0.999999999989696	0.767858184107441	0	9	response to freezing	BP
2804	GO:0042026	0.99999999998974	0.725681096869965	0	6	protein refolding	BP
3119	GO:0050080	0.999999999989765	0.936945592132579	0	1	malonyl-CoA decarboxylase activity	MF
1565	GO:0008688	0.99999999998996	0.930476476011737	0	2	3-(3-hydroxyphenyl)propionate hydroxylase activity	MF
2024	GO:0015997	0.99999999998996	0.930476476011737	0	2	NA	NA
2368	GO:0018471	0.99999999998996	0.930476476011737	0	2	4-chlorobenzaldehyde oxidase activity	MF
2404	GO:0018630	0.99999999998996	0.930476476011737	0	2	3,5-xylenol methylhydroxylase activity	MF
2405	GO:0018631	0.99999999998996	0.930476476011737	0	2	phenylacetate hydroxylase activity	MF
2406	GO:0018632	0.99999999998996	0.930476476011737	0	2	4-nitrophenol 4-monooxygenase activity	MF
2407	GO:0018633	0.99999999998996	0.930476476011737	0	2	dimethyl sulfide monooxygenase activity	MF
2408	GO:0018634	0.99999999998996	0.930476476011737	0	2	alpha-pinene monooxygenase [NADH] activity	MF
2409	GO:0018635	0.99999999998996	0.930476476011737	0	2	(R)-limonene 1,2-monooxygenase activity	MF
2410	GO:0018636	0.99999999998996	0.930476476011737	0	2	phenanthrene 9,10-monooxygenase activity	MF
2411	GO:0018637	0.99999999998996	0.930476476011737	0	2	1-hydroxy-2-naphthoate hydroxylase activity	MF
2412	GO:0018638	0.99999999998996	0.930476476011737	0	2	toluene 4-monooxygenase activity	MF
2413	GO:0018639	0.99999999998996	0.930476476011737	0	2	xylene monooxygenase activity	MF
2414	GO:0018640	0.99999999998996	0.930476476011737	0	2	dibenzothiophene monooxygenase activity	MF
2415	GO:0018641	0.99999999998996	0.930476476011737	0	2	6-hydroxy-3-methyl-2-oxo-1,2-dihydroquinoline 6-monooxygenase activity	MF
2416	GO:0018642	0.99999999998996	0.930476476011737	0	2	chlorophenol 4-monooxygenase activity	MF
2417	GO:0018643	0.99999999998996	0.930476476011737	0	2	carbon disulfide oxygenase activity	MF
2418	GO:0018644	0.99999999998996	0.930476476011737	0	2	toluene 2-monooxygenase activity	MF
2419	GO:0018646	0.99999999998996	0.930476476011737	0	2	1-hydroxy-2-oxolimonene 1,2-monooxygenase activity	MF
2420	GO:0018647	0.99999999998996	0.930476476011737	0	2	phenanthrene 1,2-monooxygenase activity	MF
2421	GO:0018648	0.99999999998996	0.930476476011737	0	2	methanesulfonate monooxygenase activity	MF
2422	GO:0018649	0.99999999998996	0.930476476011737	0	2	tetrahydrofuran hydroxylase activity	MF
2423	GO:0018650	0.99999999998996	0.930476476011737	0	2	styrene monooxygenase activity	MF
2424	GO:0018651	0.99999999998996	0.930476476011737	0	2	toluene-4-sulfonate monooxygenase activity	MF
2425	GO:0018652	0.99999999998996	0.930476476011737	0	2	toluene-sulfonate methyl-monooxygenase activity	MF
2426	GO:0018653	0.99999999998996	0.930476476011737	0	2	3-methyl-2-oxo-1,2-dihydroquinoline 6-monooxygenase activity	MF
2427	GO:0018654	0.99999999998996	0.930476476011737	0	2	2-hydroxy-phenylacetate hydroxylase activity	MF
2428	GO:0018655	0.99999999998996	0.930476476011737	0	2	2-oxo-delta3-4,5,5-trimethylcyclopentenylacetyl-CoA 1,2-monooxygenase activity	MF
2429	GO:0018656	0.99999999998996	0.930476476011737	0	2	phenanthrene 3,4-monooxygenase activity	MF
2430	GO:0018657	0.99999999998996	0.930476476011737	0	2	toluene 3-monooxygenase activity	MF
2484	GO:0019113	0.99999999998996	0.930476476011737	0	2	limonene monooxygenase activity	MF
3164	GO:0050757	0.999999999990089	0.814401891758886	0	3	thymidylate synthase biosynthetic process	BP
2225	GO:0016790	0.999999999990099	0.915440209303988	0	5	thiolester hydrolase activity	MF
2570	GO:0019805	0.999999999990161	0.873926439421426	0	2	quinolinate biosynthetic process	BP
244	GO:0003935	0.999999999990242	0.870827739724624	0	5	GTP cyclohydrolase II activity	MF
3238	GO:0070008	0.999999999990252	0.725845378367147	0	7	serine-type exopeptidase activity	MF
1403	GO:0008177	0.999999999990264	0.794280327037737	0	6	succinate dehydrogenase (ubiquinone) activity	MF
2332	GO:0017172	0.999999999990305	0.920868060947151	0	2	cysteine dioxygenase activity	MF
3000	GO:0046439	0.999999999990305	0.920868060947151	0	2	L-cysteine metabolic process	BP
401	GO:0004171	0.999999999990365	0.961332675178992	0	1	NA	NA
1265	GO:0006784	0.999999999990365	0.961332675178992	0	1	heme a biosynthetic process	BP
3171	GO:0050983	0.999999999990365	0.961332675178992	0	1	deoxyhypusine biosynthetic process from spermidine	BP
572	GO:0004484	0.999999999990452	0.952873677735097	0	2	mRNA guanylyltransferase activity	MF
1511	GO:0008531	0.999999999990507	0.972544066411982	0	3	riboflavin kinase activity	MF
1530	GO:0008575	0.999999999990594	0.991757869088858	0	1	NA	NA
1227	GO:0006596	0.999999999990648	0.81157058238219	0	8	polyamine biosynthetic process	BP
3133	GO:0050255	0.999999999990693	0.961267244061703	0	2	ribitol 2-dehydrogenase activity	MF
2920	GO:0043953	0.999999999990778	0.957293858310006	0	3	protein transport by the Tat complex	BP
2	GO:0000014	0.999999999990815	0.994394581874981	0	1	single-stranded DNA endodeoxyribonuclease activity	MF
1120	GO:0006366	0.999999999990897	0.880091437885218	0	3	transcription from RNA polymerase II promoter	BP
2458	GO:0018738	0.999999999990967	0.88009334275154	0	3	S-formylglutathione hydrolase activity	MF
2986	GO:0046294	0.999999999990967	0.88009334275154	0	3	formaldehyde catabolic process	BP
391	GO:0004154	0.999999999990978	0.896110713392001	0	3	dihydropterin oxidase activity	MF
2170	GO:0016647	0.999999999990978	0.896110713392001	0	3	oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor	MF
2485	GO:0019116	0.999999999990978	0.896110713392001	0	3	hydroxy-nicotine oxidase activity	MF
1123	GO:0006370	0.999999999990986	0.894551044170624	0	4	7-methylguanosine mRNA capping	BP
910	GO:0005498	0.999999999990999	0.982933024623319	0	3	NA	NA
1336	GO:0007076	0.999999999991004	0.651450430109777	0	5	mitotic chromosome condensation	BP
444	GO:0004287	0.999999999991046	0.840196635682127	0	3	NA	NA
1747	GO:0009088	0.999999999991073	0.740698491010489	0	6	threonine biosynthetic process	BP
692	GO:0004668	0.999999999991233	0.965079637172907	0	1	protein-arginine deiminase activity	MF
1837	GO:0009446	0.999999999991233	0.965079637172907	0	1	putrescine biosynthetic process	BP
2669	GO:0030655	0.999999999991233	0.965079637172907	0	1	beta-lactam antibiotic catabolic process	BP
3085	GO:0047632	0.999999999991233	0.965079637172907	0	1	agmatine deiminase activity	MF
388	GO:0004150	0.999999999991235	0.97646064133394	0	2	dihydroneopterin aldolase activity	MF
1260	GO:0006760	0.999999999991235	0.97646064133394	0	2	folic acid-containing compound metabolic process	BP
316	GO:0004037	0.999999999991244	0.961236598355613	0	1	allantoicase activity	MF
3121	GO:0050105	0.999999999991244	0.961236598355613	0	1	L-gulonolactone oxidase activity	MF
1785	GO:0009263	0.999999999991377	0.932039324741849	0	2	deoxyribonucleotide biosynthetic process	BP
148	GO:0003712	0.9999999999914	0.615869202574654	0	9	transcription cofactor activity	MF
1626	GO:0008817	0.999999999991473	0.972935096851335	0	2	cob(I)yrinic acid a,c-diamide adenosyltransferase activity	MF
1247	GO:0006672	0.999999999991506	0.88643359372979	0	4	ceramide metabolic process	BP
3124	GO:0050126	0.999999999991541	0.896222085709861	0	4	N-carbamoylputrescine amidase activity	MF
319	GO:0004042	0.999999999991576	0.773924033605373	0	5	acetyl-CoA:L-glutamate N-acetyltransferase activity	MF
50	GO:0000213	0.999999999991611	0.983678058690237	0	2	tRNA-intron endonuclease activity	MF
51	GO:0000214	0.999999999991611	0.983678058690237	0	2	tRNA-intron endonuclease complex	CC
1973	GO:0015700	0.99999999999165	0.836669020732088	0	5	arsenite transport	BP
1183	GO:0006505	0.999999999991693	0.910663727781239	0	2	GPI anchor metabolic process	BP
70	GO:0000290	0.999999999991737	0.954122930880753	0	1	deadenylation-dependent decapping of nuclear-transcribed mRNA	BP
3098	GO:0047964	0.999999999991763	0.927119794672831	0	3	glyoxylate reductase activity	MF
64	GO:0000257	0.999999999991805	0.945996067184213	0	3	nitrilase activity	MF
2997	GO:0046422	0.999999999991829	0.84244574691182	0	3	violaxanthin de-epoxidase activity	MF
632	GO:0004590	0.999999999991903	0.973110409558137	0	2	orotidine-5'-phosphate decarboxylase activity	MF
1997	GO:0015923	0.999999999991923	0.842243796917699	0	3	mannosidase activity	MF
7	GO:0000034	0.999999999991926	0.931737905218861	0	1	adenine deaminase activity	MF
1063	GO:0006146	0.999999999991926	0.931737905218861	0	1	adenine catabolic process	BP
232	GO:0003913	0.999999999991941	0.624918174704883	0	9	DNA photolyase activity	MF
628	GO:0004585	0.999999999991944	0.918998268522683	0	2	ornithine carbamoyltransferase activity	MF
1812	GO:0009348	0.999999999991944	0.918998268522683	0	2	ornithine carbamoyltransferase complex	CC
675	GO:0004650	0.999999999991966	0.797852921698775	0	6	polygalacturonase activity	MF
287	GO:0003998	0.999999999991979	0.97103133643748	0	3	acylphosphatase activity	MF
3241	GO:0070204	0.999999999992131	0.865675083017441	0	2	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity	MF
2431	GO:0018658	0.999999999992141	0.942549161521713	0	1	salicylate 1-monooxygenase activity	MF
1640	GO:0008838	0.999999999992159	0.934374691299143	0	2	diaminopropionate ammonia-lyase activity	MF
229	GO:0003909	0.999999999992245	0.637668724205794	0	9	DNA ligase activity	MF
3184	GO:0051103	0.999999999992245	0.637668724205794	0	9	DNA ligation involved in DNA repair	BP
894	GO:0005354	0.999999999992278	0.974925530797007	0	2	galactose transmembrane transporter activity	MF
1981	GO:0015757	0.999999999992278	0.974925530797007	0	2	galactose transport	BP
3240	GO:0070072	0.999999999992295	0.990289575945053	0	1	vacuolar proton-transporting V-type ATPase complex assembly	BP
1466	GO:0008410	0.999999999992332	0.895918312941306	0	3	CoA-transferase activity	MF
1605	GO:0008767	0.99999999999244	0.83243881354873	0	5	UDP-galactopyranose mutase activity	MF
3091	GO:0047778	0.999999999992452	0.9612846353695	0	1	[citrate-(pro-3S)-lyase] thiolesterase activity	MF
1732	GO:0009052	0.999999999992453	0.926007726642674	0	2	pentose-phosphate shunt, non-oxidative branch	BP
1712	GO:0009004	0.999999999992455	0.960922825594972	0	3	NA	NA
688	GO:0004663	0.999999999992463	0.797378527883701	0	7	Rab geranylgeranyltransferase activity	MF
187	GO:0003855	0.999999999992502	0.913806254567082	0	2	3-dehydroquinate dehydratase activity	MF
1128	GO:0006388	0.999999999992508	0.919881429800104	0	6	tRNA splicing, via endonucleolytic cleavage and ligation	BP
155	GO:0003729	0.999999999992534	0.980131220632014	0	1	mRNA binding	MF
945	GO:0005685	0.999999999992534	0.980131220632014	0	1	U1 snRNP	CC
1124	GO:0006376	0.999999999992534	0.980131220632014	0	1	mRNA splice site selection	BP
305	GO:0004022	0.999999999992553	0.77128489283615	0	7	alcohol dehydrogenase (NAD) activity	MF
800	GO:0004816	0.999999999992621	0.678493989626052	0	6	asparagine-tRNA ligase activity	MF
1144	GO:0006421	0.999999999992621	0.678493989626052	0	6	asparaginyl-tRNA aminoacylation	BP
2149	GO:0016573	0.99999999999268	0.634025232739213	0	6	histone acetylation	BP
1558	GO:0008676	0.999999999992705	0.969403900960868	0	1	3-deoxy-8-phosphooctulonate synthase activity	MF
1076	GO:0006206	0.999999999992718	0.959742165117907	0	2	pyrimidine nucleobase metabolic process	BP
941	GO:0005674	0.999999999992837	0.985467982594869	0	1	transcription factor TFIIF complex	CC
303	GO:0004020	0.999999999992914	0.854687237405169	0	3	adenylylsulfate kinase activity	MF
1982	GO:0015758	0.999999999992983	0.728734558906962	0	7	glucose transport	BP
2664	GO:0030586	0.999999999992994	0.862287885093048	0	2	[methionine synthase] reductase activity	MF
1716	GO:0009014	0.999999999993021	0.896832527635315	0	3	succinyl-diaminopimelate desuccinylase activity	MF
2016	GO:0015977	0.999999999993125	0.858722228935772	0	3	carbon fixation	BP
361	GO:0004114	0.999999999993133	0.902884846020842	0	5	3',5'-cyclic-nucleotide phosphodiesterase activity	MF
1507	GO:0008509	0.999999999993163	0.636463927834111	0	7	anion transmembrane transporter activity	MF
2993	GO:0046408	0.99999999999321	0.897509465089686	0	3	chlorophyll synthetase activity	MF
1782	GO:0009249	0.999999999993248	0.947935843112776	0	3	protein lipoylation	BP
3017	GO:0046654	0.999999999993258	0.962469887153323	0	2	tetrahydrofolate biosynthetic process	BP
2971	GO:0045910	0.999999999993372	0.6407205951508	0	9	negative regulation of DNA recombination	BP
2071	GO:0016272	0.999999999993472	0.919475150262434	0	9	prefoldin complex	CC
273	GO:0003983	0.999999999993484	0.773123502473851	0	4	UTP:glucose-1-phosphate uridylyltransferase activity	MF
2863	GO:0042779	0.99999999999349	0.713338699636834	0	8	tRNA 3'-trailer cleavage	BP
1180	GO:0006491	0.999999999993695	0.902388713334401	0	3	N-glycan processing	BP
1340	GO:0007154	0.999999999993794	0.776270540133918	0	5	cell communication	BP
1788	GO:0009276	0.999999999993814	0.925501688599942	0	3	Gram-negative-bacterium-type cell wall	CC
940	GO:0005673	0.999999999993847	0.942349886292725	0	1	transcription factor TFIIE complex	CC
1650	GO:0008863	0.999999999993976	0.913148434424126	0	2	formate dehydrogenase (NAD+) activity	MF
86	GO:0000746	0.99999999999406	0.822057217004347	0	5	conjugation	BP
797	GO:0004813	0.999999999994088	0.829131768006214	0	4	alanine-tRNA ligase activity	MF
691	GO:0004666	0.999999999994211	0.878020286357908	0	2	prostaglandin-endoperoxide synthase activity	MF
1891	GO:0010452	0.999999999994266	0.937958914667492	0	2	histone H3-K36 methylation	BP
3048	GO:0046975	0.999999999994266	0.937958914667492	0	2	histone methyltransferase activity (H3-K36 specific)	MF
1175	GO:0006480	0.999999999994321	0.972893396225791	0	2	N-terminal protein amino acid methylation	BP
2512	GO:0019277	0.999999999994384	0.779233737062425	0	5	UDP-N-acetylgalactosamine biosynthetic process	BP
1003	GO:0005960	0.999999999994442	0.979685635600206	0	2	glycine cleavage complex	CC
2709	GO:0031419	0.999999999994485	0.770462285601852	0	4	cobalamin binding	MF
2015	GO:0015976	0.999999999994487	0.932536423701165	0	2	carbon utilization	BP
2220	GO:0016783	0.999999999994514	0.897634573970467	0	4	sulfurtransferase activity	MF
844	GO:0004890	0.999999999994525	0.906658288699968	0	2	GABA-A receptor activity	MF
1487	GO:0008452	0.999999999994532	0.953102239903197	0	2	RNA ligase activity	MF
3279	GO:0072669	0.999999999994532	0.953102239903197	0	2	tRNA-splicing ligase complex	CC
2815	GO:0042178	0.999999999994546	0.921754877080888	0	2	xenobiotic catabolic process	BP
3189	GO:0051213	0.999999999994546	0.921754877080888	0	2	dioxygenase activity	MF
1035	GO:0006064	0.999999999994663	0.966418960057064	0	1	glucuronate catabolic process	BP
1674	GO:0008927	0.999999999994663	0.966418960057064	0	1	mannonate dehydratase activity	MF
636	GO:0004595	0.999999999994804	0.926290604558688	0	3	pantetheine-phosphate adenylyltransferase activity	MF
585	GO:0004504	0.999999999994806	0.918407259290002	0	2	peptidylglycine monooxygenase activity	MF
939	GO:0005672	0.999999999994836	0.981891165697735	0	3	transcription factor TFIIA complex	CC
1579	GO:0008716	0.999999999994931	0.791947779073424	0	5	D-alanine-D-alanine ligase activity	MF
329	GO:0004055	0.999999999995015	0.925817904364198	0	2	argininosuccinate synthase activity	MF
943	GO:0005680	0.999999999995042	0.67421262881019	0	9	anaphase-promoting complex	CC
2145	GO:0016568	0.999999999995045	0.706935184067632	0	8	chromatin modification	BP
174	GO:0003836	0.999999999995235	0.908492405766484	0	3	beta-galactoside (CMP) alpha-2,3-sialyltransferase activity	MF
279	GO:0003990	0.999999999995283	0.706784351532322	0	7	acetylcholinesterase activity	MF
122	GO:0001681	0.999999999995482	0.825036328374233	0	4	sialate O-acetylesterase activity	MF
288	GO:0003999	0.999999999995539	0.805086117642372	0	5	adenine phosphoribosyltransferase activity	MF
1069	GO:0006168	0.999999999995539	0.805086117642372	0	5	adenine salvage	BP
2839	GO:0042450	0.999999999995705	0.843167463157335	0	3	arginine biosynthetic process via ornithine	BP
3076	GO:0047472	0.999999999995705	0.843167463157335	0	3	3-carboxy-cis,cis-muconate cycloisomerase activity	MF
1550	GO:0008660	0.999999999995732	0.920140078141844	0	3	1-aminocyclopropane-1-carboxylate deaminase activity	MF
1795	GO:0009310	0.999999999995732	0.920140078141844	0	3	amine catabolic process	BP
1890	GO:0010389	0.999999999995808	0.891700581228044	0	3	regulation of G2/M transition of mitotic cell cycle	BP
2939	GO:0045158	0.999999999996071	0.920643057012358	0	5	electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity	MF
2941	GO:0045211	0.999999999996073	0.711438414280787	0	6	postsynaptic membrane	CC
2931	GO:0044780	0.999999999996109	0.681436376642304	0	9	bacterial-type flagellum assembly	BP
3288	GO:1900754	0.99999999999616	0.810937714403797	0	6	4-hydroxyphenylacetate transport	BP
3291	GO:1901241	0.99999999999616	0.810937714403797	0	6	4-hydroxyphenylacetate transmembrane transporter activity	MF
3173	GO:0050999	0.999999999996162	0.942973280252561	0	2	regulation of nitric-oxide synthase activity	BP
781	GO:0004793	0.999999999996196	0.982515375785912	0	1	threonine aldolase activity	MF
126	GO:0001735	0.999999999996213	0.985597321886974	0	1	prenylcysteine oxidase activity	MF
584	GO:0004502	0.99999999999626	0.644727462525648	0	8	kynurenine 3-monooxygenase activity	MF
1699	GO:0008972	0.999999999996277	0.846035719181453	0	6	phosphomethylpyrimidine kinase activity	MF
2179	GO:0016688	0.999999999996283	0.888915010218858	0	3	L-ascorbate peroxidase activity	MF
2782	GO:0035023	0.999999999996293	0.753984170457907	0	6	regulation of Rho protein signal transduction	BP
999	GO:0005945	0.999999999996318	0.837260862557776	0	3	6-phosphofructokinase complex	CC
188	GO:0003856	0.999999999996353	0.742090766516021	0	7	3-dehydroquinate synthase activity	MF
1217	GO:0006566	0.999999999996376	0.919753307925358	0	2	threonine metabolic process	BP
1850	GO:0009522	0.999999999996517	0.906555884932823	0	2	photosystem I	CC
467	GO:0004325	0.999999999996593	0.909325322826647	0	3	ferrochelatase activity	MF
1521	GO:0008549	0.999999999996743	0.819856489930216	0	3	NA	NA
2488	GO:0019132	0.999999999996749	0.830590042968788	0	6	NA	NA
944	GO:0005681	0.999999999996816	0.804420044854297	0	6	spliceosomal complex	CC
2141	GO:0016539	0.99999999999685	0.856595313552956	0	3	intein-mediated protein splicing	BP
3270	GO:0071805	0.99999999999692	0.809732322555553	0	4	potassium ion transmembrane transport	BP
604	GO:0004549	0.999999999996973	0.934448662153909	0	3	tRNA-specific ribonuclease activity	MF
471	GO:0004331	0.999999999997041	0.918289187432237	0	2	fructose-2,6-bisphosphate 2-phosphatase activity	MF
1724	GO:0009029	0.999999999997065	0.910614577402557	0	2	tetraacyldisaccharide 4'-kinase activity	MF
283	GO:0003994	0.999999999997098	0.924364163244547	0	1	aconitate hydratase activity	MF
169	GO:0003825	0.999999999997102	0.655479518703991	0	7	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	MF
1459	GO:0008382	0.999999999997114	0.953632843268343	0	2	NA	NA
1460	GO:0008383	0.999999999997114	0.953632843268343	0	2	NA	NA
2282	GO:0016954	0.999999999997114	0.953632843268343	0	2	NA	NA
185	GO:0003852	0.999999999997171	0.834008666501254	0	3	2-isopropylmalate synthase activity	MF
1379	GO:0008117	0.999999999997179	0.942589111856599	0	1	sphinganine-1-phosphate aldolase activity	MF
306	GO:0004023	0.999999999997339	0.818660960504957	0	6	alcohol dehydrogenase activity, metal ion-independent	MF
307	GO:0004024	0.999999999997339	0.818660960504957	0	6	alcohol dehydrogenase activity, zinc-dependent	MF
308	GO:0004025	0.999999999997339	0.818660960504957	0	6	alcohol dehydrogenase activity, iron-dependent	MF
1609	GO:0008777	0.999999999997361	0.934402850820526	0	2	acetylornithine deacetylase activity	MF
31	GO:0000148	0.999999999997367	0.747324371148804	0	3	1,3-beta-D-glucan synthase complex	CC
180	GO:0003843	0.999999999997367	0.747324371148804	0	3	1,3-beta-D-glucan synthase activity	MF
1040	GO:0006075	0.999999999997367	0.747324371148804	0	3	(1->3)-beta-D-glucan biosynthetic process	BP
1707	GO:0008998	0.999999999997379	0.921495999615792	0	1	ribonucleoside-triphosphate reductase activity	MF
637	GO:0004596	0.999999999997449	0.924571280055806	0	1	peptide alpha-N-acetyltransferase activity	MF
1569	GO:0008693	0.999999999997537	0.883828634847808	0	2	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity	MF
2305	GO:0017053	0.999999999997554	0.959462162522028	0	1	transcriptional repressor complex	CC
1874	GO:0009966	0.999999999997662	0.884848596914471	0	3	regulation of signal transduction	BP
83	GO:0000724	0.999999999997712	0.658535160193574	0	9	double-strand break repair via homologous recombination	BP
337	GO:0004066	0.99999999999773	0.651378244048173	0	7	asparagine synthase (glutamine-hydrolyzing) activity	MF
