OG1_5_4873: Emihu1|449185 Emi219|CAMPEP_0187754512 Emi379|CAMPEP_0187623120 Emi370|CAMPEP_0187672074 Emi374|CAMPEP_0187602470
OG1_5_7436: Emi219|CAMPEP_0187783864 Emi379|CAMPEP_0187633788 Emi370|CAMPEP_0187688398 Emihu1|125051 Emi374|CAMPEP_0187600464
OG1_5_7437: Emi219|CAMPEP_0187747794 Emi379|CAMPEP_0187642510 Emi370|CAMPEP_0187729648 Emihu1|437605 Emi374|CAMPEP_0187586004
OG1_5_7438: Emi219|CAMPEP_0187747796 Emi379|CAMPEP_0187627920 Emi370|CAMPEP_0187665940 Emihu1|221362 Emi374|CAMPEP_0187591222
OG1_5_7440: Emi219|CAMPEP_0187747806 Emi379|CAMPEP_0187637698 Emi370|CAMPEP_0187690324 Emihu1|218455 Emi374|CAMPEP_0187589906
OG1_5_7441: Emi219|CAMPEP_0187747812 Emi370|CAMPEP_0187703762 Emi379|CAMPEP_0187643488 Emi374|CAMPEP_0187584204 Emihu1|361171
OG1_5_7442: Emi219|CAMPEP_0187747810 Emihu1|357748 Emi370|CAMPEP_0187703872 Emi379|CAMPEP_0187621578 Emi374|CAMPEP_0187577902
OG1_5_7443: Emi219|CAMPEP_0187737704 Emi370|CAMPEP_0187715120 Emi379|CAMPEP_0187629234 Emi374|CAMPEP_0187583422 Emihu1|440223
OG1_5_7444: Emi219|CAMPEP_0187747840 Emi374|CAMPEP_0187591318 Emi370|CAMPEP_0187731300 Emi379|CAMPEP_0187656168 Emihu1|48803
OG1_5_7445: Emi219|CAMPEP_0187747900 Emi374|CAMPEP_0187580626 Emi370|CAMPEP_0187681032 Emi379|CAMPEP_0187642528 Emihu1|420385
OG1_5_7446: Emi219|CAMPEP_0187747932 Emi374|CAMPEP_0187588728 Emi370|CAMPEP_0187677978 Emi379|CAMPEP_0187626440 Emihu1|421941
OG1_5_7447: Emi219|CAMPEP_0187747924 Emi370|CAMPEP_0187725834 Emi379|CAMPEP_0187629720 Emihu1|231601 Emi374|CAMPEP_0187596010
OG1_5_7448: Emi219|CAMPEP_0187747928 Emi370|CAMPEP_0187662202 Emi379|CAMPEP_0187620666 Emi374|CAMPEP_0187610042 Emihu1|449829
OG1_5_7449: Emi219|CAMPEP_0187736422 Emi374|CAMPEP_0187590782 Emi370|CAMPEP_0187691558 Emi379|CAMPEP_0187645498 Emihu1|440398
OG1_5_7450: Emi219|CAMPEP_0187747934 Emi374|CAMPEP_0187584750 Emi370|CAMPEP_0187678322 Emi379|CAMPEP_0187655058 Emihu1|464764
OG1_5_7451: Emi219|CAMPEP_0187747936 Emi379|CAMPEP_0187628658 Emihu1|432312 Emi370|CAMPEP_0187666434 Emi374|CAMPEP_0187595218
OG1_5_7452: Emi219|CAMPEP_0187747944 Emihu1|435590 Emi370|CAMPEP_0187705290 Emi379|CAMPEP_0187620352 Emi374|CAMPEP_0187574780
OG1_5_7454: Emi219|CAMPEP_0187747954 Emi370|CAMPEP_0187704624 Emi379|CAMPEP_0187632388 Emi374|CAMPEP_0187591454 Emihu1|111823
OG1_5_7455: Emi219|CAMPEP_0187747974 Emihu1|198889 Emi370|CAMPEP_0187681946 Emi379|CAMPEP_0187620478 Emi374|CAMPEP_0187579188
OG1_5_7457: Emi219|CAMPEP_0187737720 Emi370|CAMPEP_0187690868 Emihu1|221175 Emi374|CAMPEP_0187589124 Emi379|CAMPEP_0187632346
OG1_5_7458: Emi219|CAMPEP_0187747986 Emihu1|469008 Emi370|CAMPEP_0187660854 Emi374|CAMPEP_0187604264 Emi379|CAMPEP_0187612608
OG1_5_7459: Emi219|CAMPEP_0187747998 Emihu1|454697 Emi370|CAMPEP_0187679532 Emi379|CAMPEP_0187658644 Emi374|CAMPEP_0187574788
OG1_5_7460: Emi219|CAMPEP_0187748012 Emi379|CAMPEP_0187616390 Emi374|CAMPEP_0187583226 Emi370|CAMPEP_0187687282 Emihu1|223659
OG1_5_7461: Emi219|CAMPEP_0187748028 Emihu1|425849 Emi379|CAMPEP_0187612576 Emi370|CAMPEP_0187735434 Emi374|CAMPEP_0187588968
OG1_5_7463: Emi219|CAMPEP_0187748030 Emi370|CAMPEP_0187679244 Emi374|CAMPEP_0187591416 Emi379|CAMPEP_0187615552 Emihu1|212450
OG1_5_7464: Emi219|CAMPEP_0187748046 Emi370|CAMPEP_0187688708 Emi374|CAMPEP_0187576296 Emi379|CAMPEP_0187645654 Emihu1|198128
OG1_5_7465: Emi219|CAMPEP_0187748048 Emihu1|116624 Emi370|CAMPEP_0187725872 Emi379|CAMPEP_0187632682 Emi374|CAMPEP_0187610082
OG1_5_7468: Emi219|CAMPEP_0187748066 Emihu1|424500 Emi374|CAMPEP_0187591404 Emi370|CAMPEP_0187678178 Emi379|CAMPEP_0187637772
OG1_5_7469: Emi219|CAMPEP_0187768180 Emi374|CAMPEP_0187590564 Emi370|CAMPEP_0187704166 Emihu1|434850 Emi379|CAMPEP_0187645710
OG1_5_7471: Emi219|CAMPEP_0187768546 Emihu1|433479 Emi370|CAMPEP_0187713942 Emi379|CAMPEP_0187627584 Emi374|CAMPEP_0187607706
OG1_5_7472: Emi219|CAMPEP_0187768930 Emihu1|437401 Emi370|CAMPEP_0187679626 Emi374|CAMPEP_0187583342 Emi379|CAMPEP_0187634432
OG1_5_7473: Emi219|CAMPEP_0187769312 Emi374|CAMPEP_0187612148 Emi370|CAMPEP_0187662690 Emi379|CAMPEP_0187623484 Emihu1|208297
OG1_5_7475: Emi219|CAMPEP_0187739912 Emi374|CAMPEP_0187609762 Emi379|CAMPEP_0187656404 Emi370|CAMPEP_0187679138 Emihu1|233069
OG1_5_7476: Emi219|CAMPEP_0187770890 Emi379|CAMPEP_0187623552 Emi374|CAMPEP_0187600218 Emi370|CAMPEP_0187732210 Emihu1|44452
OG1_5_7478: Emi219|CAMPEP_0187736714 Emihu1|62772 Emi379|CAMPEP_0187624212 Emi370|CAMPEP_0187687614 Emi374|CAMPEP_0187581628
OG1_5_7480: Emi219|CAMPEP_0187771664 Emi374|CAMPEP_0187582146 Emihu1|439022 Emi379|CAMPEP_0187630280 Emi370|CAMPEP_0187733680
OG1_5_7481: Emi219|CAMPEP_0187773228 Emi379|CAMPEP_0187626498 Emihu1|437557 Emi370|CAMPEP_0187676506 Emi374|CAMPEP_0187576318
OG1_5_7482: Emi219|CAMPEP_0187736726 Emi374|CAMPEP_0187576218 Emihu1|439478 Emi370|CAMPEP_0187677698 Emi379|CAMPEP_0187626532
OG1_5_7483: Emi219|CAMPEP_0187774000 Emi379|CAMPEP_0187623022 Emi370|CAMPEP_0187681020 Emi374|CAMPEP_0187606660 Emihu1|441068
OG1_5_7485: Emi219|CAMPEP_0187774372 Emi374|CAMPEP_0187574810 Emi370|CAMPEP_0187694086 Emihu1|434643 Emi379|CAMPEP_0187631978
OG1_5_7486: Emi219|CAMPEP_0187774378 Emihu1|369457 Emi374|CAMPEP_0187588110 Emi370|CAMPEP_0187663192 Emi379|CAMPEP_0187646458
OG1_5_7487: Emihu1|202909 Emi219|CAMPEP_0187778070 Emi370|CAMPEP_0187667352 Emi379|CAMPEP_0187649618 Emi374|CAMPEP_0187605286
OG1_5_7489: Emi219|CAMPEP_0187776784 Emi374|CAMPEP_0187583760 Emi379|CAMPEP_0187635556 Emi370|CAMPEP_0187687416 Emihu1|452303
OG1_5_7491: Emi219|CAMPEP_0187777600 Emihu1|52776 Emi374|CAMPEP_0187601320 Emi379|CAMPEP_0187615250 Emi370|CAMPEP_0187679242
OG1_5_7492: Emi219|CAMPEP_0187777596 Emi370|CAMPEP_0187668872 Emi374|CAMPEP_0187590128 Emi379|CAMPEP_0187622530 Emihu1|110366
OG1_5_7493: Emi219|CAMPEP_0187777998 Emi379|CAMPEP_0187615644 Emi370|CAMPEP_0187683192 Emi374|CAMPEP_0187585262 Emihu1|440270
OG1_5_7495: Emi219|CAMPEP_0187778394 Emi379|CAMPEP_0187618410 Emihu1|464080 Emi374|CAMPEP_0187585956 Emi370|CAMPEP_0187730874
OG1_5_7496: Emi219|CAMPEP_0187778784 Emi374|CAMPEP_0187598974 Emi370|CAMPEP_0187665494 Emi379|CAMPEP_0187618580 Emihu1|349920
OG1_5_7497: Emi219|CAMPEP_0187778788 Emi374|CAMPEP_0187592944 Emi370|CAMPEP_0187728574 Emihu1|422070 Emi379|CAMPEP_0187646162
OG1_5_7498: Emi219|CAMPEP_0187779140 Emi379|CAMPEP_0187653724 Emi370|CAMPEP_0187679668 Emi374|CAMPEP_0187606690 Emihu1|453895
OG1_5_7499: Emi219|CAMPEP_0187779152 Emihu1|425833 Emi379|CAMPEP_0187634758 Emi370|CAMPEP_0187695474 Emi374|CAMPEP_0187581396
OG1_5_7500: Emi219|CAMPEP_0187779148 Emi379|CAMPEP_0187645264 Emi370|CAMPEP_0187688716 Emihu1|427662 Emi374|CAMPEP_0187589964
OG1_5_7501: Emi219|CAMPEP_0187779150 Emi379|CAMPEP_0187631820 Emihu1|432975 Emi370|CAMPEP_0187667548 Emi374|CAMPEP_0187597598
OG1_5_7502: Emi219|CAMPEP_0187779492 Emi374|CAMPEP_0187582232 Emihu1|215638 Emi370|CAMPEP_0187695104 Emi379|CAMPEP_0187623316
OG1_5_7503: Emi219|CAMPEP_0187779504 Emi374|CAMPEP_0187590430 Emi370|CAMPEP_0187661586 Emihu1|211824 Emi379|CAMPEP_0187655352
OG1_5_7504: Emi219|CAMPEP_0187779512 Emi379|CAMPEP_0187637616 Emi374|CAMPEP_0187579570 Emi370|CAMPEP_0187670858 Emihu1|466320
OG1_5_7505: Emi219|CAMPEP_0187779876 Emi379|CAMPEP_0187645396 Emi370|CAMPEP_0187678900 Emihu1|434663 Emi374|CAMPEP_0187608860
OG1_5_7507: Emi219|CAMPEP_0187780248 Emi370|CAMPEP_0187667108 Emi379|CAMPEP_0187627816 Emi374|CAMPEP_0187587960 Emihu1|357200
OG1_5_7508: Emi219|CAMPEP_0187780252 Emihu1|432669 Emi379|CAMPEP_0187621732 Emi374|CAMPEP_0187578444 Emi370|CAMPEP_0187679596
OG1_5_7509: Emi219|CAMPEP_0187780264 Emihu1|426613 Emi379|CAMPEP_0187621916 Emi370|CAMPEP_0187680234 Emi374|CAMPEP_0187575260
OG1_5_7510: Emi219|CAMPEP_0187741472 Emihu1|453442 Emi374|CAMPEP_0187581562 Emi379|CAMPEP_0187616344 Emi370|CAMPEP_0187679092
OG1_5_7511: Emi219|CAMPEP_0187741712 Emi379|CAMPEP_0187625142 Emihu1|416107 Emi374|CAMPEP_0187577466 Emi370|CAMPEP_0187679124
OG1_5_7512: Emi219|CAMPEP_0187741972 Emihu1|461409 Emi370|CAMPEP_0187726962 Emi374|CAMPEP_0187595778 Emi379|CAMPEP_0187629282
OG1_5_7513: Emi219|CAMPEP_0187741982 Emihu1|69525 Emi379|CAMPEP_0187612992 Emi374|CAMPEP_0187577730 Emi370|CAMPEP_0187703306
OG1_5_7515: Emi219|CAMPEP_0187742216 Emihu1|243875 Emi379|CAMPEP_0187614244 Emi374|CAMPEP_0187589698 Emi370|CAMPEP_0187665952
OG1_5_7516: Emi219|CAMPEP_0187742218 Emi379|CAMPEP_0187614636 Emi370|CAMPEP_0187714946 Emi374|CAMPEP_0187588324 Emihu1|231940
OG1_5_7517: Emi219|CAMPEP_0187742830 Emi374|CAMPEP_0187606818 Emihu1|436544 Emi370|CAMPEP_0187667862 Emi379|CAMPEP_0187632502
OG1_5_7518: Emi219|CAMPEP_0187742936 Emihu1|440275 Emi379|CAMPEP_0187622938 Emi374|CAMPEP_0187590112 Emi370|CAMPEP_0187687738
OG1_5_7519: Emi219|CAMPEP_0187742938 Emi379|CAMPEP_0187615194 Emi370|CAMPEP_0187665380 Emi374|CAMPEP_0187589666 Emihu1|450250
OG1_5_7520: Emi219|CAMPEP_0187743066 Emihu1|441606 Emi370|CAMPEP_0187734320 Emi374|CAMPEP_0187587540 Emi379|CAMPEP_0187642520
OG1_5_7521: Emi219|CAMPEP_0187743076 Emihu1|471624 Emi370|CAMPEP_0187702700 Emi374|CAMPEP_0187612046 Emi379|CAMPEP_0187617210
OG1_5_7522: Emi219|CAMPEP_0187743204 Emihu1|442513 Emi379|CAMPEP_0187626160 Emi370|CAMPEP_0187694942 Emi374|CAMPEP_0187579560
OG1_5_7523: Emi219|CAMPEP_0187743202 Emi379|CAMPEP_0187656930 Emihu1|350606 Emi374|CAMPEP_0187593704 Emi370|CAMPEP_0187733294
OG1_5_7524: Emi219|CAMPEP_0187743206 Emi370|CAMPEP_0187694806 Emihu1|441710 Emi379|CAMPEP_0187636850 Emi374|CAMPEP_0187574924
OG1_5_7525: Emi219|CAMPEP_0187743386 Emihu1|423306 Emi379|CAMPEP_0187648990 Emi374|CAMPEP_0187589588 Emi370|CAMPEP_0187694050
OG1_5_7526: Emi219|CAMPEP_0187743384 Emi370|CAMPEP_0187696518 Emihu1|462793 Emi374|CAMPEP_0187605526 Emi379|CAMPEP_0187614748
OG1_5_7527: Emi219|CAMPEP_0187743392 Emihu1|351597 Emi379|CAMPEP_0187618216 Emi374|CAMPEP_0187588494 Emi370|CAMPEP_0187687538
OG1_5_7528: Emi219|CAMPEP_0187782948 Emi370|CAMPEP_0187698728 Emi374|CAMPEP_0187588616 Emi379|CAMPEP_0187641862 Emihu1|60129
OG1_5_7529: Emi219|CAMPEP_0187743542 Emihu1|420714 Emi370|CAMPEP_0187688584 Emi374|CAMPEP_0187610080 Emi379|CAMPEP_0187624400
OG1_5_7530: Emi219|CAMPEP_0187743552 Emi374|CAMPEP_0187575942 Emi379|CAMPEP_0187639252 Emi370|CAMPEP_0187703482 Emihu1|234073
OG1_5_7531: Emi219|CAMPEP_0187743554 Emi374|CAMPEP_0187575076 Emi370|CAMPEP_0187663200 Emihu1|440641 Emi379|CAMPEP_0187617544
OG1_5_7532: Emi219|CAMPEP_0187743756 Emi379|CAMPEP_0187653612 Emi374|CAMPEP_0187594278 Emi370|CAMPEP_0187678290 Emihu1|432409
OG1_5_7535: Emi219|CAMPEP_0187743956 Emi370|CAMPEP_0187680214 Emi374|CAMPEP_0187577706 Emihu1|432334 Emi379|CAMPEP_0187645756
OG1_5_7536: Emi219|CAMPEP_0187744156 Emi370|CAMPEP_0187677950 Emi379|CAMPEP_0187645588 Emi374|CAMPEP_0187593870 Emihu1|45605
OG1_5_7537: Emi219|CAMPEP_0187744164 Emihu1|73074 Emi374|CAMPEP_0187603900 Emi370|CAMPEP_0187684600 Emi379|CAMPEP_0187649158
OG1_5_7538: Emi219|CAMPEP_0187744170 Emihu1|226502 Emi374|CAMPEP_0187589586 Emi370|CAMPEP_0187728494 Emi379|CAMPEP_0187628758
OG1_5_7539: Emi219|CAMPEP_0187744396 Emi370|CAMPEP_0187718916 Emi374|CAMPEP_0187609452 Emi379|CAMPEP_0187617688 Emihu1|198218
OG1_5_7540: Emi219|CAMPEP_0187744412 Emi379|CAMPEP_0187629820 Emi370|CAMPEP_0187688524 Emi374|CAMPEP_0187587568 Emihu1|434769
OG1_5_7541: Emi219|CAMPEP_0187744950 Emihu1|218204 Emi370|CAMPEP_0187668118 Emi379|CAMPEP_0187638166 Emi374|CAMPEP_0187575252
OG1_5_7542: Emi219|CAMPEP_0187748072 Emi379|CAMPEP_0187621236 Emi374|CAMPEP_0187579378 Emi370|CAMPEP_0187683984 Emihu1|462689
OG1_5_7543: Emi219|CAMPEP_0187748084 Emi379|CAMPEP_0187623950 Emi370|CAMPEP_0187718962 Emi374|CAMPEP_0187597674 Emihu1|443602
OG1_5_7544: Emi219|CAMPEP_0187748126 Emi370|CAMPEP_0187660664 Emi379|CAMPEP_0187621406 Emi374|CAMPEP_0187590090 Emihu1|461970
OG1_5_7545: Emi219|CAMPEP_0187746910 Emi379|CAMPEP_0187628540 Emi374|CAMPEP_0187584318 Emi370|CAMPEP_0187671468 Emihu1|111342
OG1_5_7547: Emi219|CAMPEP_0187746954 Emi374|CAMPEP_0187586272 Emi379|CAMPEP_0187628482 Emi370|CAMPEP_0187662912 Emihu1|203626
OG1_5_7548: Emi219|CAMPEP_0187745926 Emi370|CAMPEP_0187677646 Emi379|CAMPEP_0187634310 Emi374|CAMPEP_0187610526 Emihu1|210303
OG1_5_7549: Emi219|CAMPEP_0187784930 Emi374|CAMPEP_0187589238 Emi370|CAMPEP_0187660412 Emi379|CAMPEP_0187637568 Emihu1|258834
OG1_5_7550: Emi219|CAMPEP_0187745968 Emi374|CAMPEP_0187576452 Emi370|CAMPEP_0187693534 Emi379|CAMPEP_0187624124 Emihu1|427424
OG1_5_7551: Emi219|CAMPEP_0187746018 Emi370|CAMPEP_0187688988 Emi379|CAMPEP_0187617980 Emihu1|206952 Emi374|CAMPEP_0187600006
OG1_5_7552: Emi219|CAMPEP_0187746074 Emi370|CAMPEP_0187733676 Emi374|CAMPEP_0187592380 Emihu1|237031 Emi379|CAMPEP_0187652338
OG1_5_7553: Emi219|CAMPEP_0187768210 Emi379|CAMPEP_0187638060 Emi370|CAMPEP_0187704614 Emi374|CAMPEP_0187606514 Emihu1|451669
OG1_5_7554: Emi219|CAMPEP_0187768214 Emihu1|433277 Emi370|CAMPEP_0187682124 Emi379|CAMPEP_0187619546 Emi374|CAMPEP_0187574686
OG1_5_7555: Emi219|CAMPEP_0187768218 Emihu1|52704 Emi370|CAMPEP_0187692724 Emi374|CAMPEP_0187576480 Emi379|CAMPEP_0187633346
OG1_5_7556: Emi219|CAMPEP_0187768588 Emi379|CAMPEP_0187615460 Emi370|CAMPEP_0187673202 Emi374|CAMPEP_0187583518 Emihu1|310322
OG1_5_7558: Emi219|CAMPEP_0187739730 Emihu1|438175 Emi370|CAMPEP_0187718674 Emi374|CAMPEP_0187583274 Emi379|CAMPEP_0187646012
OG1_5_7559: Emi219|CAMPEP_0187769358 Emihu1|110744 Emi374|CAMPEP_0187590082 Emi379|CAMPEP_0187616576 Emi370|CAMPEP_0187734128
OG1_5_7560: Emi219|CAMPEP_0187770122 Emihu1|466352 Emi370|CAMPEP_0187723218 Emi379|CAMPEP_0187643938 Emi374|CAMPEP_0187601216
OG1_5_7561: Emi219|CAMPEP_0187770112 Emi379|CAMPEP_0187622616 Emihu1|432248 Emi374|CAMPEP_0187575414 Emi370|CAMPEP_0187733138
OG1_5_7565: Emi219|CAMPEP_0187771272 Emi379|CAMPEP_0187618436 Emi370|CAMPEP_0187704884 Emi374|CAMPEP_0187611282 Emihu1|46702
OG1_5_7568: Emi219|CAMPEP_0187772030 Emi370|CAMPEP_0187683722 Emi379|CAMPEP_0187614788 Emi374|CAMPEP_0187590038 Emihu1|242785
OG1_5_7569: Emi219|CAMPEP_0187772050 Emi370|CAMPEP_0187729432 Emi379|CAMPEP_0187634234 Emi374|CAMPEP_0187584772 Emihu1|438194
OG1_5_7570: Emi219|CAMPEP_0187740050 Emi374|CAMPEP_0187605798 Emi370|CAMPEP_0187735098 Emi379|CAMPEP_0187619912 Emihu1|465443
OG1_5_7571: Emi219|CAMPEP_0187772818 Emihu1|365614 Emi370|CAMPEP_0187670376 Emi374|CAMPEP_0187608850 Emi379|CAMPEP_0187648718
OG1_5_7572: Emi219|CAMPEP_0187772820 Emi370|CAMPEP_0187716394 Emi379|CAMPEP_0187640932 Emi374|CAMPEP_0187602842 Emihu1|205373
OG1_5_7573: Emi219|CAMPEP_0187772834 Emi374|CAMPEP_0187611912 Emi370|CAMPEP_0187664298 Emi379|CAMPEP_0187623404 Emihu1|195821
OG1_5_7574: Emi219|CAMPEP_0187773220 Emihu1|455111 Emi379|CAMPEP_0187622672 Emi374|CAMPEP_0187610904 Emi370|CAMPEP_0187685156
OG1_5_7575: Emi219|CAMPEP_0187773226 Emi379|CAMPEP_0187624314 Emihu1|432331 Emi374|CAMPEP_0187588974 Emi370|CAMPEP_0187670812
OG1_5_7577: Emi219|CAMPEP_0187774018 Emihu1|63427 Emi370|CAMPEP_0187680136 Emi379|CAMPEP_0187618646 Emi374|CAMPEP_0187601586
OG1_5_7578: Emi219|CAMPEP_0187774020 Emihu1|434981 Emi370|CAMPEP_0187693786 Emi379|CAMPEP_0187616056 Emi374|CAMPEP_0187601564
OG1_5_7579: Emi219|CAMPEP_0187774402 Emi374|CAMPEP_0187605888 Emi379|CAMPEP_0187628292 Emi370|CAMPEP_0187664904 Emihu1|210030
OG1_5_7580: Emi219|CAMPEP_0187736746 Emi379|CAMPEP_0187649530 Emi370|CAMPEP_0187728950 Emi374|CAMPEP_0187611472 Emihu1|210304
OG1_5_7584: Emi219|CAMPEP_0187776004 Emi379|CAMPEP_0187630666 Emi370|CAMPEP_0187703722 Emi374|CAMPEP_0187576304 Emihu1|461368
OG1_5_7585: Emi219|CAMPEP_0187777614 Emi379|CAMPEP_0187622026 Emi374|CAMPEP_0187584806 Emi370|CAMPEP_0187693216 Emihu1|57758
OG1_5_7586: Emi219|CAMPEP_0187777618 Emihu1|421733 Emi370|CAMPEP_0187678226 Emi379|CAMPEP_0187636786 Emi374|CAMPEP_0187597644
OG1_5_7587: Emi219|CAMPEP_0187740590 Emi370|CAMPEP_0187703604 Emihu1|215890 Emi379|CAMPEP_0187653664 Emi374|CAMPEP_0187575808
OG1_5_7588: Emi219|CAMPEP_0187740642 Emihu1|61042 Emi370|CAMPEP_0187684300 Emi379|CAMPEP_0187642490 Emi374|CAMPEP_0187585126
OG1_5_7589: Emi219|CAMPEP_0187778804 Emi374|CAMPEP_0187597660 Emi370|CAMPEP_0187678540 Emi379|CAMPEP_0187633816 Emihu1|415819
OG1_5_7590: Emi219|CAMPEP_0187779156 Emi379|CAMPEP_0187626724 Emihu1|448788 Emi374|CAMPEP_0187575668 Emi370|CAMPEP_0187682138
OG1_5_7591: Emi219|CAMPEP_0187779180 Emi370|CAMPEP_0187703440 Emi379|CAMPEP_0187624414 Emi374|CAMPEP_0187587730 Emihu1|107643
OG1_5_7592: Emi219|CAMPEP_0187779510 Emi374|CAMPEP_0187600132 Emihu1|359285 Emi379|CAMPEP_0187622434 Emi370|CAMPEP_0187691848
OG1_5_7594: Emi219|CAMPEP_0187779898 Emihu1|428713 Emi379|CAMPEP_0187645670 Emi370|CAMPEP_0187692688 Emi374|CAMPEP_0187575442
OG1_5_7595: Emi219|CAMPEP_0187780608 Emi379|CAMPEP_0187620266 Emi370|CAMPEP_0187704206 Emi374|CAMPEP_0187597682 Emihu1|103148
OG1_5_7596: Emi219|CAMPEP_0187741028 Emi379|CAMPEP_0187639426 Emi374|CAMPEP_0187582478 Emihu1|445648 Emi370|CAMPEP_0187668208
OG1_5_7597: Emi219|CAMPEP_0187780896 Emi379|CAMPEP_0187617160 Emi374|CAMPEP_0187578946 Emi370|CAMPEP_0187673010 Emihu1|233367
OG1_5_7598: Emi219|CAMPEP_0187736866 Emi374|CAMPEP_0187590290 Emihu1|194182 Emi370|CAMPEP_0187672904 Emi379|CAMPEP_0187622458
OG1_5_7599: Emi219|CAMPEP_0187741034 Emi379|CAMPEP_0187633278 Emi370|CAMPEP_0187663348 Emi374|CAMPEP_0187610326 Emihu1|466923
OG1_5_7600: Emi219|CAMPEP_0187781778 Emi374|CAMPEP_0187610972 Emi370|CAMPEP_0187672508 Emi379|CAMPEP_0187626364 Emihu1|246240
OG1_5_7602: Emi219|CAMPEP_0187742230 Emi370|CAMPEP_0187677518 Emi379|CAMPEP_0187621086 Emi374|CAMPEP_0187600876 Emihu1|442407
OG1_5_7603: Emi219|CAMPEP_0187742956 Emi379|CAMPEP_0187646148 Emi370|CAMPEP_0187734990 Emi374|CAMPEP_0187575384 Emihu1|66614
OG1_5_7605: Emi219|CAMPEP_0187743220 Emi379|CAMPEP_0187636646 Emi370|CAMPEP_0187688146 Emi374|CAMPEP_0187600304 Emihu1|57959
OG1_5_7606: Emi219|CAMPEP_0187743224 Emi379|CAMPEP_0187630370 Emi374|CAMPEP_0187588180 Emi370|CAMPEP_0187723382 Emihu1|451801
OG1_5_7607: Emi219|CAMPEP_0187743404 Emihu1|420318 Emi379|CAMPEP_0187642190 Emi374|CAMPEP_0187588590 Emi370|CAMPEP_0187704170
OG1_5_7608: Emi219|CAMPEP_0187743398 Emi379|CAMPEP_0187620850 Emi370|CAMPEP_0187676466 Emihu1|63089 Emi374|CAMPEP_0187601438
OG1_5_7609: Emi219|CAMPEP_0187743410 Emi370|CAMPEP_0187666426 Emi374|CAMPEP_0187577818 Emi379|CAMPEP_0187615482 Emihu1|459815
OG1_5_7610: Emi219|CAMPEP_0187743572 Emi370|CAMPEP_0187703438 Emi379|CAMPEP_0187620946 Emi374|CAMPEP_0187609742 Emihu1|216776
OG1_5_7612: Emi219|CAMPEP_0187743568 Emi379|CAMPEP_0187617624 Emi374|CAMPEP_0187610366 Emi370|CAMPEP_0187704962 Emihu1|206911
OG1_5_7613: Emi219|CAMPEP_0187743580 Emi374|CAMPEP_0187591770 Emi370|CAMPEP_0187703902 Emi379|CAMPEP_0187620994 Emihu1|467917
OG1_5_7614: Emi219|CAMPEP_0187743772 Emi370|CAMPEP_0187687908 Emi379|CAMPEP_0187629278 Emi374|CAMPEP_0187593496 Emihu1|49103
OG1_5_7615: Emi219|CAMPEP_0187743954 Emi379|CAMPEP_0187648974 Emihu1|119413 Emi370|CAMPEP_0187661104 Emi374|CAMPEP_0187575556
OG1_5_7616: Emi219|CAMPEP_0187743962 Emihu1|464258 Emi374|CAMPEP_0187581286 Emi370|CAMPEP_0187688698 Emi379|CAMPEP_0187614426
OG1_5_7617: Emi219|CAMPEP_0187743964 Emi379|CAMPEP_0187621876 Emi374|CAMPEP_0187581584 Emi370|CAMPEP_0187705790 Emihu1|106750
OG1_5_7618: Emi219|CAMPEP_0187744184 Emihu1|438899 Emi374|CAMPEP_0187588254 Emi379|CAMPEP_0187626572 Emi370|CAMPEP_0187704078
OG1_5_7619: Emi219|CAMPEP_0187744430 Emihu1|460677 Emi379|CAMPEP_0187645906 Emi370|CAMPEP_0187699120 Emi374|CAMPEP_0187590526
OG1_5_7620: Emi219|CAMPEP_0187745972 Emi374|CAMPEP_0187580684 Emi370|CAMPEP_0187707562 Emi379|CAMPEP_0187613218 Emihu1|421456
OG1_5_7621: Emi219|CAMPEP_0187745974 Emi370|CAMPEP_0187683048 Emi379|CAMPEP_0187639562 Emi374|CAMPEP_0187584412 Emihu1|445073
OG1_5_7622: Emi219|CAMPEP_0187746010 Emi374|CAMPEP_0187610534 Emi379|CAMPEP_0187618584 Emi370|CAMPEP_0187663398 Emihu1|113713
OG1_5_7623: Emi219|CAMPEP_0187746082 Emihu1|311906 Emi370|CAMPEP_0187699368 Emi374|CAMPEP_0187578424 Emi379|CAMPEP_0187646702
OG1_5_7624: Emi219|CAMPEP_0187746090 Emi374|CAMPEP_0187581604 Emi379|CAMPEP_0187634056 Emi370|CAMPEP_0187735842 Emihu1|357086
OG1_5_7625: Emi219|CAMPEP_0187746130 Emihu1|217694 Emi379|CAMPEP_0187616520 Emi374|CAMPEP_0187576110 Emi370|CAMPEP_0187660220
OG1_5_7626: Emi219|CAMPEP_0187746160 Emi379|CAMPEP_0187620816 Emi374|CAMPEP_0187588514 Emihu1|432027 Emi370|CAMPEP_0187704524
OG1_5_7627: Emi219|CAMPEP_0187746166 Emi370|CAMPEP_0187684234 Emi374|CAMPEP_0187579460 Emi379|CAMPEP_0187630746 Emihu1|349421
OG1_5_7628: Emi219|CAMPEP_0187737466 Emihu1|249410 Emi370|CAMPEP_0187685232 Emi374|CAMPEP_0187592392 Emi379|CAMPEP_0187623864
OG1_5_7629: Emi219|CAMPEP_0187746224 Emi379|CAMPEP_0187647638 Emihu1|103782 Emi370|CAMPEP_0187696092 Emi374|CAMPEP_0187602166
