KeggID	Kegg Definition	Module ID	Module Definition	Submodule1	Submodule2	SuperModule
K03052	rpoG; DNA-directed RNA polymerase subunit G [EC:2.7.7.6]	M00184	RNA polymerase, archaea [PATH:map03020] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03054	rpoI; DNA-directed RNA polymerase subunit I [EC:2.7.7.6]	M00184	RNA polymerase, archaea [PATH:map03020] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03006	RPB1, POLR2A; DNA-directed RNA polymerase II subunit RPB1 [EC:2.7.7.6]	M00180	RNA polymerase II, eukaryotes [PATH:map03020 map05016] [BR:ko03021 ko03400]	RNA polymerase	Genetic information processing	Structural complex
K03010	RPB2, POLR2B; DNA-directed RNA polymerase II subunit RPB2 [EC:2.7.7.6]	M00180	RNA polymerase II, eukaryotes [PATH:map03020 map05016] [BR:ko03021 ko03400]	RNA polymerase	Genetic information processing	Structural complex
K03011	RPB3, POLR2C; DNA-directed RNA polymerase II subunit RPB3	M00180	RNA polymerase II, eukaryotes [PATH:map03020 map05016] [BR:ko03021 ko03400]	RNA polymerase	Genetic information processing	Structural complex
K03008	RPB11, POLR2J; DNA-directed RNA polymerase II subunit RPB11	M00180	RNA polymerase II, eukaryotes [PATH:map03020 map05016] [BR:ko03021 ko03400]	RNA polymerase	Genetic information processing	Structural complex
K03012	RPB4, POLR2D; DNA-directed RNA polymerase II subunit RPB4	M00180	RNA polymerase II, eukaryotes [PATH:map03020 map05016] [BR:ko03021 ko03400]	RNA polymerase	Genetic information processing	Structural complex
K03015	RPB7, POLR2G; DNA-directed RNA polymerase II subunit RPB7	M00180	RNA polymerase II, eukaryotes [PATH:map03020 map05016] [BR:ko03021 ko03400]	RNA polymerase	Genetic information processing	Structural complex
K03017	RPB9, POLR2I; DNA-directed RNA polymerase II subunit RPB9	M00180	RNA polymerase II, eukaryotes [PATH:map03020 map05016] [BR:ko03021 ko03400]	RNA polymerase	Genetic information processing	Structural complex
K03013	RPB5, POLR2E; DNA-directed RNA polymerases I, II, and III subunit RPABC1	M00180	RNA polymerase II, eukaryotes [PATH:map03020 map05016] [BR:ko03021 ko03400]	RNA polymerase	Genetic information processing	Structural complex
K03014	RPB6, POLR2F; DNA-directed RNA polymerases I, II, and III subunit RPABC2	M00180	RNA polymerase II, eukaryotes [PATH:map03020 map05016] [BR:ko03021 ko03400]	RNA polymerase	Genetic information processing	Structural complex
K03016	RPB8, POLR2H; DNA-directed RNA polymerases I, II, and III subunit RPABC3	M00180	RNA polymerase II, eukaryotes [PATH:map03020 map05016] [BR:ko03021 ko03400]	RNA polymerase	Genetic information processing	Structural complex
K03009	RPB12, POLR2K; DNA-directed RNA polymerases I, II, and III subunit RPABC4	M00180	RNA polymerase II, eukaryotes [PATH:map03020 map05016] [BR:ko03021 ko03400]	RNA polymerase	Genetic information processing	Structural complex
K03007	RPB10, POLR2L; DNA-directed RNA polymerases I, II, and III subunit RPABC5	M00180	RNA polymerase II, eukaryotes [PATH:map03020 map05016] [BR:ko03021 ko03400]	RNA polymerase	Genetic information processing	Structural complex
K03018	RPC1, POLR3A; DNA-directed RNA polymerase III subunit RPC1 [EC:2.7.7.6]	M00181	RNA polymerase III, eukaryotes [PATH:map03020 map04623] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03021	RPC2, POLR3B; DNA-directed RNA polymerase III subunit RPC2 [EC:2.7.7.6]	M00181	RNA polymerase III, eukaryotes [PATH:map03020 map04623] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03027	RPC40, POLR1C; DNA-directed RNA polymerases I and III subunit RPAC1	M00181	RNA polymerase III, eukaryotes [PATH:map03020 map04623] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03020	RPC19, POLR1D; DNA-directed RNA polymerases I and III subunit RPAC2	M00181	RNA polymerase III, eukaryotes [PATH:map03020 map04623] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03023	RPC82, POLR3C; DNA-directed RNA polymerase III subunit RPC3	M00181	RNA polymerase III, eukaryotes [PATH:map03020 map04623] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03026	RPC53, POLR3D; DNA-directed RNA polymerase III subunit RPC4	M00181	RNA polymerase III, eukaryotes [PATH:map03020 map04623] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K14721	RPC37, POLR3E; DNA-directed RNA polymerase III subunit RPC5	M00181	RNA polymerase III, eukaryotes [PATH:map03020 map04623] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03025	RPC34, POLR3F; DNA-directed RNA polymerase III subunit RPC6	M00181	RNA polymerase III, eukaryotes [PATH:map03020 map04623] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03024	RPC31, POLR3G; DNA-directed RNA polymerase III subunit RPC7	M00181	RNA polymerase III, eukaryotes [PATH:map03020 map04623] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03022	RPC25, POLR3H; DNA-directed RNA polymerase III subunit RPC8	M00181	RNA polymerase III, eukaryotes [PATH:map03020 map04623] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03019	RPC11, POLR3K; DNA-directed RNA polymerase III subunit RPC10	M00181	RNA polymerase III, eukaryotes [PATH:map03020 map04623] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03013	RPB5, POLR2E; DNA-directed RNA polymerases I, II, and III subunit RPABC1	M00181	RNA polymerase III, eukaryotes [PATH:map03020 map04623] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03014	RPB6, POLR2F; DNA-directed RNA polymerases I, II, and III subunit RPABC2	M00181	RNA polymerase III, eukaryotes [PATH:map03020 map04623] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03016	RPB8, POLR2H; DNA-directed RNA polymerases I, II, and III subunit RPABC3	M00181	RNA polymerase III, eukaryotes [PATH:map03020 map04623] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03009	RPB12, POLR2K; DNA-directed RNA polymerases I, II, and III subunit RPABC4	M00181	RNA polymerase III, eukaryotes [PATH:map03020 map04623] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03007	RPB10, POLR2L; DNA-directed RNA polymerases I, II, and III subunit RPABC5	M00181	RNA polymerase III, eukaryotes [PATH:map03020 map04623] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K02999	RPA1, POLR1A; DNA-directed RNA polymerase I subunit RPA1 [EC:2.7.7.6]	M00182	RNA polymerase I, eukaryotes [PATH:map03020] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03002	RPA2, POLR1B; DNA-directed RNA polymerase I subunit RPA2 [EC:2.7.7.6]	M00182	RNA polymerase I, eukaryotes [PATH:map03020] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03027	RPC40, POLR1C; DNA-directed RNA polymerases I and III subunit RPAC1	M00182	RNA polymerase I, eukaryotes [PATH:map03020] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03020	RPC19, POLR1D; DNA-directed RNA polymerases I and III subunit RPAC2	M00182	RNA polymerase I, eukaryotes [PATH:map03020] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03000	RPA12, ZNRD1; DNA-directed RNA polymerase I subunit RPA12	M00182	RNA polymerase I, eukaryotes [PATH:map03020] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03001	RPA14; DNA-directed RNA polymerase I subunit RPA14	M00182	RNA polymerase I, eukaryotes [PATH:map03020] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03003	RPA34; DNA-directed RNA polymerase I subunit RPA34	M00182	RNA polymerase I, eukaryotes [PATH:map03020] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03004	RPA43; DNA-directed RNA polymerase I subunit RPA43	M00182	RNA polymerase I, eukaryotes [PATH:map03020] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03005	RPA49, POLR1E; DNA-directed RNA polymerase I subunit RPA49	M00182	RNA polymerase I, eukaryotes [PATH:map03020] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03013	RPB5, POLR2E; DNA-directed RNA polymerases I, II, and III subunit RPABC1	M00182	RNA polymerase I, eukaryotes [PATH:map03020] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03014	RPB6, POLR2F; DNA-directed RNA polymerases I, II, and III subunit RPABC2	M00182	RNA polymerase I, eukaryotes [PATH:map03020] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03016	RPB8, POLR2H; DNA-directed RNA polymerases I, II, and III subunit RPABC3	M00182	RNA polymerase I, eukaryotes [PATH:map03020] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03009	RPB12, POLR2K; DNA-directed RNA polymerases I, II, and III subunit RPABC4	M00182	RNA polymerase I, eukaryotes [PATH:map03020] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K03007	RPB10, POLR2L; DNA-directed RNA polymerases I, II, and III subunit RPABC5	M00182	RNA polymerase I, eukaryotes [PATH:map03020] [BR:ko03021]	RNA polymerase	Genetic information processing	Structural complex
K11086	SNRPB, SMB; small nuclear ribonucleoprotein B and B'	M00351	Spliceosome, U1-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11087	SNRPD1, SMD1; small nuclear ribonucleoprotein D1	M00351	Spliceosome, U1-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11096	SNRPD2, SMD2; small nuclear ribonucleoprotein D2	M00351	Spliceosome, U1-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11088	SNRPD3, SMD3; small nuclear ribonucleoprotein D3	M00351	Spliceosome, U1-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11097	SNRPE, SME; small nuclear ribonucleoprotein	M00351	Spliceosome, U1-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11098	SNRPF, SMF; small nuclear ribonucleoprotein F	M00351	Spliceosome, U1-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11099	SNRPG, SMG; small nuclear ribonucleoprotein G	M00351	Spliceosome, U1-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11093	SNRP70; U1 small nuclear ribonucleoprotein 70kDa	M00351	Spliceosome, U1-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11091	SNRPA; U1 small nuclear ribonucleoprotein A	M00351	Spliceosome, U1-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11095	SNRPC; U1 small nuclear ribonucleoprotein C	M00351	Spliceosome, U1-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11086	SNRPB, SMB; small nuclear ribonucleoprotein B and B'	M00352	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11087	SNRPD1, SMD1; small nuclear ribonucleoprotein D1	M00352	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11096	SNRPD2, SMD2; small nuclear ribonucleoprotein D2	M00352	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11088	SNRPD3, SMD3; small nuclear ribonucleoprotein D3	M00352	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11097	SNRPE, SME; small nuclear ribonucleoprotein	M00352	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11098	SNRPF, SMF; small nuclear ribonucleoprotein F	M00352	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11099	SNRPG, SMG; small nuclear ribonucleoprotein G	M00352	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11092	SNRPA1; U2 small nuclear ribonucleoprotein A'	M00352	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11094	SNRPB2; U2 small nuclear ribonucleoprotein B''	M00352	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12825	SF3A1, SAP114; splicing factor 3A subunit 1	M00352	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12826	SF3A2, SAP62; splicing factor 3A subunit 2	M00352	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12827	SF3A3, SAP61, PRP9; splicing factor 3A subunit 3	M00352	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12828	SF3B1, SAP155; splicing factor 3B subunit 1	M00352	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12829	SF3B2, SAP145, CUS1; splicing factor 3B subunit 2	M00352	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12830	SF3B3, SAP130, RSE1; splicing factor 3B subunit 3	M00352	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12831	SF3B4, SAP49; splicing factor 3B subunit 4	M00352	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12832	SF3B5, SF3B10; splicing factor 3B subunit 5	M00352	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12833	SF3B14; pre-mRNA branch site protein p14	M00352	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12835	DDX42, SF3B125; ATP-dependent RNA helicase DDX42 [EC:3.6.4.13]	M00352	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12834	PHF5A; PHD finger-like domain-containing protein 5A	M00352	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11086	SNRPB, SMB; small nuclear ribonucleoprotein B and B'	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11087	SNRPD1, SMD1; small nuclear ribonucleoprotein D1	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11096	SNRPD2, SMD2; small nuclear ribonucleoprotein D2	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11088	SNRPD3, SMD3; small nuclear ribonucleoprotein D3	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11097	SNRPE, SME; small nuclear ribonucleoprotein	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11098	SNRPF, SMF; small nuclear ribonucleoprotein F	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11099	SNRPG, SMG; small nuclear ribonucleoprotein G	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12621	LSM2; U6 snRNA-associated Sm-like protein LSm2	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12622	LSM3; U6 snRNA-associated Sm-like protein LSm3	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12623	LSM4; U6 snRNA-associated Sm-like protein LSm4	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12624	LSM5; U6 snRNA-associated Sm-like protein LSm5	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12625	LSM6; U6 snRNA-associated Sm-like protein LSm6	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12626	LSM7; U6 snRNA-associated Sm-like protein LSm7	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12627	LSM8; U6 snRNA-associated Sm-like protein LSm8	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12843	PRPF3, PRP3; U4/U6 small nuclear ribonucleoprotein PRP3	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12662	PRPF4, PRP4; U4/U6 small nuclear ribonucleoprotein PRP4	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K09567	PPIH, CYPH; peptidyl-prolyl isomerase H (cyclophilin H) [EC:5.2.1.8]	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12844	PRPF31; U4/U6 small nuclear ribonucleoprotein PRP31	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12845	SNU13, NHP2L; U4/U6 small nuclear ribonucleoprotein SNU13	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12852	EFTUD2; 116 kDa U5 small nuclear ribonucleoprotein component	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12853	SNU114; 114 kDa U5 small nuclear ribonucleoprotein component	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12855	PRPF6, PRP6; pre-mRNA-processing factor 6	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12856	PRPF8, PRP8; pre-mRNA-processing factor 8	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12857	SNRNP40, PRP8BP; Prp8 binding protein	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12854	SNRNP200, BRR2; pre-mRNA-splicing helicase BRR2 [EC:3.6.4.13]	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12858	DDX23, PRP28; ATP-dependent RNA helicase DDX23/PRP28 [EC:3.6.4.13]	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12859	TXNL4A, DIB1; U5 snRNP protein, DIM1 family	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K13099	CD2BP2, PPP1R59; CD2 antigen cytoplasmic tail-binding protein 2	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11984	SART1, HAF, SNU66; U4/U6.U5 tri-snRNP-associated protein 1	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12847	USP39, SAD1; U4/U6.U5 tri-snRNP-associated protein 2	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12846	SNRNP27; U4/U6.U5 tri-snRNP-associated protein 3	M00354	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11086	SNRPB, SMB; small nuclear ribonucleoprotein B and B'	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11087	SNRPD1, SMD1; small nuclear ribonucleoprotein D1	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11096	SNRPD2, SMD2; small nuclear ribonucleoprotein D2	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11088	SNRPD3, SMD3; small nuclear ribonucleoprotein D3	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11097	SNRPE, SME; small nuclear ribonucleoprotein	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11098	SNRPF, SMF; small nuclear ribonucleoprotein F	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11099	SNRPG, SMG; small nuclear ribonucleoprotein G	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12856	PRPF8, PRP8; pre-mRNA-processing factor 8	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12854	SNRNP200, BRR2; pre-mRNA-splicing helicase BRR2 [EC:3.6.4.13]	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12852	EFTUD2; 116 kDa U5 small nuclear ribonucleoprotein component	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12857	SNRNP40, PRP8BP; Prp8 binding protein	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K10599	PRPF19, PRP19; pre-mRNA-processing factor 19 [EC:6.3.2.19]	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12860	CDC5L, CDC5, CEF1; pre-mRNA-splicing factor CDC5/CEF1	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12861	BCAS2; pre-mRNA-splicing factor SPF27	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12862	PLRG1, PRL1, PRP46; pleiotropic regulator 1	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12863	CWC15; protein CWC15	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K06063	SNW1, SKIIP, SKIP; SNW domain-containing protein 1	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12867	SYF1, XAB2; pre-mRNA-splicing factor SYF1	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12868	SYF2; pre-mRNA-splicing factor SYF2	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12869	CRN, CRNKL1, CLF1, SYF3; crooked neck	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12870	ISY1; pre-mRNA-splicing factor ISY1	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12871	CCDC12; coiled-coil domain-containing protein 12	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12872	RBM22, SLT11; pre-mRNA-splicing factor RBM22/SLT11	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12873	BUD31, G10; bud site selection protein 31	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12874	AQR; intron-binding protein aquarius	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K09564	PPIE; peptidyl-prolyl isomerase E (cyclophilin E) [EC:5.2.1.8]	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12733	PPIL1; peptidyl-prolyl cis-trans isomerase-like 1 [EC:5.2.1.8]	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12816	CDC40, PRP17; pre-mRNA-processing factor 17	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K13117	DHX35; ATP-dependent RNA helicase DDX35 [EC:3.6.4.13]	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K03283	HSPA1_8; heat shock 70kDa protein 1/8	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K13123	GPATCH1; G patch domain-containing protein 1	M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K10599	PRPF19, PRP19; pre-mRNA-processing factor 19 [EC:6.3.2.19]	M00353	Spliceosome, Prp19/CDC5L complex [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12860	CDC5L, CDC5, CEF1; pre-mRNA-splicing factor CDC5/CEF1	M00353	Spliceosome, Prp19/CDC5L complex [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12861	BCAS2; pre-mRNA-splicing factor SPF27	M00353	Spliceosome, Prp19/CDC5L complex [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12862	PLRG1, PRL1, PRP46; pleiotropic regulator 1	M00353	Spliceosome, Prp19/CDC5L complex [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12863	CWC15; protein CWC15	M00353	Spliceosome, Prp19/CDC5L complex [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12864	CTNNBL1; beta-catenin-like protein 1	M00353	Spliceosome, Prp19/CDC5L complex [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
